Welcome to the profile statistics browser.
profiling/profiling.data% profiling/profiling.data% Mon Jan  7 17:29:53 2019    profiling/profiling.data

         430080 function calls (421447 primitive calls) in 115.482 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       90    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       27    0.000    0.000    0.019    0.001 /usr/lib/python3.6/site-packages/pyparsing.py:2738(__init__)
       26    0.000    0.000    0.005    0.000 /usr/lib/python3.6/traceback.py:196(extract_stack)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/version.py:236(__str__)
      866    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
     1094    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2491(annotation)
       58    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      463    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:167(__setitem__)
     20/4    0.000    0.000    0.001    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3278(streamline)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/numeric.py:2916(extend_all)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.6/tokenize.py:21(<module>)
        1    0.000    0.000    0.147    0.147 /usr/lib/python3.6/site-packages/numpy/__init__.py:106(<module>)
      232    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:539(isstring)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.6/site-packages/numpy/core/numeric.py:1(<module>)
      195    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       63    0.000    0.000    0.004    0.000 /usr/lib/python3.6/genericpath.py:39(isdir)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/compat/_inspect.py:67(getargs)
      198    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:81(<lambda>)
    32/30    0.000    0.000    0.032    0.001 <frozen importlib._bootstrap_external>:919(create_module)
      412    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:417(_get_mixins_)
      177    0.000    0.000    0.002    0.000 /usr/lib/python3.6/sre_parse.py:96(closegroup)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.6/linecache.py:147(lazycache)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.6/platform.py:10(<module>)
      141    0.000    0.000    0.067    0.000 /usr/lib/python3.6/re.py:231(compile)
      171    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2419(Distribution)
      408    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
       25    0.000    0.000    0.005    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1227(setParseAction)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2621(__getattr__)
      144    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:253(choice)
       51    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/_internal.py:715(_ufunc_doc_signature_formatter)
      500    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.6/multiprocessing/queues.py:155(_start_thread)
      474    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      186    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/version.py:244(<genexpr>)
      437    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        1    0.000    0.000    0.044    0.044 /usr/lib/python3.6/site-packages/packaging/requirements.py:4(<module>)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2327(__init__)
      105    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2112(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/quoprimime.py:55(<listcomp>)
        7    0.000    0.000    0.002    0.000 /usr/lib/python3.6/enum.py:364(_create_)
      336    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.6/site-packages/packaging/markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/base64.py:3(<module>)
       14    0.000    0.000    0.059    0.004 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:682(add_entry)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.6/ctypes/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.115    0.115 /usr/lib/python3.6/site-packages/numpy/add_newdocs.py:10(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.6/shutil.py:5(<module>)
       25    0.000    0.000    0.003    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2585(activate)
       19    0.000    0.000    0.001    0.000 tsp/state.py:82(print_exchange)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2666(insert_on)
     20/8    0.000    0.000    0.001    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3506(parseImpl)
      335    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2788(parameters)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.6/argparse.py:1303(add_argument)
      437    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.203    0.203 /usr/lib/python3.6/site-packages/networkx/generators/__init__.py:4(<module>)
      268    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3229(<genexpr>)
       49    0.000    0.000    0.001    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3499(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:855(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       54    0.000    0.000    0.001    0.000 /usr/lib/python3.6/re.py:184(sub)
       71    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:441(_get_charset_prefix)
        1    0.000    0.000    0.004    0.004 tsp/args.py:32(parse_arguments)
       49    0.000    0.000    0.001    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1907(__or__)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:177(_add_module)
       26    0.000    0.000    0.002    0.000 /usr/lib/python3.6/linecache.py:53(checkcache)
       26    0.000    0.000    0.005    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1024(extract_stack)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/zipfile.py:1040(ZipFile)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:152(dirname)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2666(parseImpl)
       26    0.000    0.000    0.001    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:6573(getdoc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/ctypes/__init__.py:259(_reset_cache)
        1    0.000    0.000    0.040    0.040 /usr/lib/python3.6/os.py:968(popen)
      277    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
    36/11    0.000    0.000    0.005    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3702(leaveWhitespace)
      306    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/version.py:298(_parse_letter_version)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/centrality/subgraph_alg.py:4(<module>)
       61    0.000    0.000    0.003    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3251(<listcomp>)
        1    0.000    0.000    0.023    0.023 /usr/lib/python3.6/site-packages/numpy/testing/_private/utils.py:4(<module>)
       12    0.000    0.000    0.012    0.001 /usr/lib/python3.6/multiprocessing/context.py:64(Lock)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.6/site-packages/networkx/linalg/algebraicconnectivity.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/operators/unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/function_base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:381(_bytes_to_codes)
      218    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:215(__init__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:355(__new__)
       78    0.000    0.000    0.002    0.000 /usr/lib/python3.6/linecache.py:15(getline)
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.6/types.py:135(__get__)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3.6/random.py:38(<module>)
        6    0.000    0.000    0.019    0.003 /usr/lib/python3.6/multiprocessing/queues.py:36(__init__)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1328(preParse)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tokenize.py:137(_all_string_prefixes)
       59    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      335    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2792(return_annotation)
      200    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:91(<lambda>)
      161    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:39(_get_sep)
       51    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:58(__iter__)
      254    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.075    0.037 /usr/lib/python3.6/multiprocessing/popen_fork.py:70(_launch)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2701(__str__)
       83    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:141(__init__)
        1    0.000    0.000    0.017    0.017 /usr/lib/python3.6/site-packages/networkx/algorithms/centrality/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.6/inspect.py:27(<module>)
       74    0.000    0.000    0.009    0.000 /usr/lib/python3.6/site-packages/networkx/utils/decorators.py:412(py_random_state)
        1    0.000    0.000    0.097    0.097 /usr/lib/python3.6/uuid.py:45(<module>)
      367    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.6/site-packages/pyparsing.py:4834(_makeTags)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.6/site-packages/numpy/lib/function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.6/site-packages/numpy/ma/__init__.py:41(<module>)
      197    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:76(<lambda>)
        7    0.000    0.000    0.004    0.001 /usr/lib/python3.6/posixpath.py:391(_joinrealpath)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.6/codecs.py:318(decode)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2692(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/numerictypes.py:299(_add_aliases)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.6/collections/__init__.py:420(<genexpr>)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:242(__exit__)
      112    0.000    0.000    0.001    0.000 /usr/lib/python3.6/re.py:169(match)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.6/argparse.py:157(__init__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2772(parseImpl)
        1    0.000    0.000    0.000    0.000 <string>:5(MetaEdge)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.6/gettext.py:466(find)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:36(_is_sunder)
      192    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/numerictypes.py:229(bitname)
       38    0.000    0.000    0.004    0.000 /usr/lib/python3.6/genericpath.py:16(exists)
     10/2    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/pyparsing.py:3356(parseImpl)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:88(__init__)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3.6/site-packages/networkx/classes/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:2710(MaskedArray)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tempfile.py:157(__next__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.6/logging/__init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:44(_Outcome)
      199    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:86(<lambda>)
       78    0.000    0.000    0.002    0.000 /usr/lib/python3.6/linecache.py:37(getlines)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1771(_parse_known_args)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:257(getwhile)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:393(_generate_overlap_table)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:664(__getitem__)
       44    0.000    0.000    0.001    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:149(get_object_signature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_iotools.py:3(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:160(<setcomp>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:329(normpath)
      145    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:136(register_after_fork)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:340(__new__)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1167(setName)
        1    0.000    0.000    0.039    0.039 /usr/lib/python3.6/subprocess.py:1208(_execute_child)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.6/socket.py:47(<module>)
        6    0.000    0.000    0.025    0.004 /usr/lib/python3.6/multiprocessing/context.py:99(Queue)
       12    0.000    0.000    0.005    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4210(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/quoprimime.py:27(<module>)
        1    0.000    0.000    0.056    0.056 /usr/lib/python3.6/site-packages/networkx/readwrite/__init__.py:4(<module>)
        1    0.000    0.000    0.115    0.115 /usr/lib/python3.6/site-packages/networkx/utils/__init__.py:1(<module>)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/compat/_inspect.py:98(getargspec)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/datetime.py:5(<module>)
      383    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       18    0.000    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:115(_make_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/_structures.py:39(NegativeInfinity)
